gene_num,start,end,gene,locus_tag,old_locus_tag,n_distinct_mutations,description,sig
443,495411,496445,hrcA,SP_RS02520,SP_0515,0,NA,FALSE
444,496472,496996,grpE,SP_RS02525,SP_0516,0,NA,FALSE
445,497485,499308,dnaK,SP_RS02530,SP_0517,0,NA,FALSE
446,500067,501203,dnaJ,SP_RS02540,SP_0519,0,NA,FALSE
447,501893,502180,SP_0520,SP_RS02545,SP_0520,0,NA,FALSE
449,502668,503399,SP_0522,SP_RS02555,SP_0522,0,NA,FALSE
450,503396,504445,SP_0523,SP_RS02560,SP_0523,0,NA,FALSE
451,504613,504942,SP_0524,SP_RS02565,SP_0524,0,NA,FALSE
452,505218,505556,SP_0525,SP_RS02570,SP_0525,0,NA,FALSE
453,505561,506298,SP_0526,SP_RS02575,SP_0526,0,NA,FALSE
454,506312,507652,SP_0527,SP_RS02580,SP_0527,0,NA,FALSE
455,507723,507851,blpC,SP_RS02585,SP_0528,0,NA,FALSE
456,507908,509269,SP_0529,SP_RS02590,SP_0529,0,NA,FALSE
457,509280,509927,SP_RS02595,SP_RS02595,SP_RS02595,0,NA,FALSE
458,509943,510833,SP_RS02600,SP_RS02600,SP_RS02600,0,NA,FALSE
459,510850,511437,SP_RS02605,SP_RS02605,SP_RS02605,0,NA,FALSE
460,511719,511916,blpI,SP_RS02610,SP_0531,0,NA,FALSE
461,512383,512652,blpJ,SP_RS02615,SP_0532,0,NA,FALSE
462,512721,512951,blpU,SP_RS02620,SP_0533,0,NA,FALSE
463,512954,513073,SP_RS02625,SP_RS02625,SP_RS02625,0,NA,FALSE
465,513531,513935,SP_0536,SP_RS02640,SP_0536,0,NA,FALSE
466,514138,514942,SP_RS11830,SP_RS11830,SP_RS11830,0,NA,FALSE
467,515092,515346,blpM,SP_RS02655,SP_0539,0,NA,FALSE
468,515362,515565,blpN,SP_RS02660,SP_0540,0,NA,FALSE
469,515809,515958,blpO,SP_RS02665,SP_0541,0,NA,FALSE
470,516062,516181,SP_RS02670,SP_RS02670,SP_RS02670,0,NA,FALSE
472,517402,518091,SP_0545,SP_RS02685,SP_0545,0,NA,FALSE
473,518133,518366,SP_0546,SP_RS02690,SP_0546,0,NA,FALSE
474,518517,519128,SP_0547,SP_RS02695,SP_0547,0,NA,FALSE
475,519289,520083,SP_0549,SP_RS02700,SP_0549,0,NA,FALSE
476,520080,520715,trmB,SP_RS02705,SP_0550,0,NA,FALSE
477,520841,521320,rimP,SP_RS02710,SP_0552,0,NA,FALSE
478,521364,522500,nusA,SP_RS02715,SP_0553,0,NA,FALSE
479,522522,522815,SP_0554,SP_RS02720,SP_0554,0,NA,FALSE
480,522808,523107,SP_0555,SP_RS02725,SP_0555,0,NA,FALSE
482,526251,526601,rbfA,SP_RS02735,SP_0557,0,NA,FALSE
483,526880,527659,SP_0558,SP_RS02740,SP_0558,0,NA,FALSE
484,527661,527843,SP_0559,SP_RS02745,SP_0559,0,NA,FALSE
485,528303,528536,SP_0561,SP_RS02755,SP_0561,0,NA,FALSE
486,528536,529870,SP_0562,SP_RS02760,SP_0562,0,NA,FALSE
487,529880,530134,SP_0563,SP_RS02765,SP_0563,0,NA,FALSE
488,530230,530625,SP_0564,SP_RS02770,SP_0564,0,NA,FALSE
489,531038,531487,SP_0565,SP_RS02775,SP_0565,0,NA,FALSE
490,531474,532034,SP_0566,SP_RS02780,SP_0566,0,NA,FALSE
491,532034,532612,SP_0567,SP_RS02785,SP_0567,0,NA,FALSE
492,532605,535256,SP_0568,SP_RS02790,SP_0568,0,NA,FALSE
493,535337,535501,SP_0569,SP_RS02795,SP_0569,0,NA,FALSE
494,535552,537156,SP_0570,SP_RS02800,SP_0570,0,NA,FALSE
495,537536,538339,SP_0571,SP_RS02805,SP_0571,0,NA,FALSE
496,543164,544003,SP_0576,SP_RS02850,SP_0576,0,NA,FALSE
497,544021,545859,SP_0577,SP_RS02855,SP_0577,0,NA,FALSE
498,545872,547287,SP_0578,SP_RS02860,SP_0578,0,NA,FALSE
499,547769,548815,pheS,SP_RS02865,SP_0579,0,NA,FALSE
500,548815,549324,SP_0580,SP_RS02870,SP_0580,0,NA,FALSE
501,549401,551806,SP_0581,SP_RS02875,SP_0581,0,NA,FALSE
502,551874,552875,SP_0582,SP_RS02880,SP_0582,0,NA,FALSE
503,553572,553838,SP_0584,SP_RS02895,SP_0584,0,NA,FALSE
504,554099,556348,metE,SP_RS02900,SP_0585,0,NA,FALSE
505,556412,557278,metF,SP_RS02905,SP_0586,0,NA,FALSE
506,557963,560176,pnp,SP_RS02910,SP_0588,0,NA,FALSE
507,560192,560809,cysE,SP_RS02915,SP_0589,0,NA,FALSE
508,560821,561705,SP_0590,SP_RS02920,SP_0590,0,NA,FALSE
509,561787,563130,cysS,SP_RS02925,SP_0591,0,NA,FALSE
510,563123,563509,SP_0592,SP_RS02930,SP_0592,0,NA,FALSE
511,563513,564397,SP_0593,SP_RS02935,SP_0593,0,NA,FALSE
513,564986,565132,SP_0596,SP_RS13005,SP_0596,0,NA,FALSE
514,565802,567079,SP_0599,SP_RS02950,SP_0599,0,NA,FALSE
515,567092,567739,vex2,SP_RS02955,SP_0600,0,NA,FALSE
516,567791,569170,vex3,SP_RS02960,SP_0601,0,NA,FALSE
517,569350,569433,pep27,SP_RS13110,SP_0602,0,NA,FALSE
518,569482,570138,vncR,SP_RS02965,SP_0603,0,NA,FALSE
519,570135,571463,vncS,SP_RS02970,SP_0604,0,NA,FALSE
521,572806,573996,SP_0606,SP_RS02980,SP_0606,0,NA,FALSE
522,574254,574913,SP_0607,SP_RS02985,SP_0607,0,NA,FALSE
524,575613,576377,SP_0609,SP_RS02995,SP_0609,0,NA,FALSE
528,581579,582358,SP_0614,SP_RS03015,SP_0614,0,NA,FALSE
529,582470,583690,murM,SP_RS03020,SP_0615,0,NA,FALSE
530,583695,584927,murN,SP_RS03025,SP_0616,0,NA,FALSE
531,585006,585707,SP_0617,SP_RS03030,SP_0617,0,NA,FALSE
532,585747,587591,uvrC,SP_RS03035,SP_0618,0,NA,FALSE
533,587581,588414,SP_0619,SP_RS03040,SP_0619,0,NA,FALSE
534,588596,589396,SP_0620,SP_RS03045,SP_0620,0,NA,FALSE
535,589567,590172,SP_0622,SP_RS03050,SP_0622,0,NA,FALSE
537,591639,592217,SP_0624,SP_RS03060,SP_0624,0,NA,FALSE
538,592377,592529,SP_RS13115,SP_RS13115,SP_RS13115,0,NA,FALSE
539,592572,592664,SP_RS13120,SP_RS13120,SP_RS13120,0,NA,FALSE
541,594258,595295,SP_0627,SP_RS03075,SP_0627,0,NA,FALSE
542,595297,595767,SP_0628,SP_RS03080,SP_0628,0,NA,FALSE
543,595770,596486,SP_0629,SP_RS03085,SP_0629,0,NA,FALSE
544,596526,596663,SP_RS13010,SP_RS13010,SP_RS13010,0,NA,FALSE
545,596795,597220,rplK,SP_RS03090,SP_0630,0,NA,FALSE
546,597427,598116,rplA,SP_RS03095,SP_0631,0,NA,FALSE
547,598658,599020,SP_0633,SP_RS03105,SP_0633,0,NA,FALSE
549,601059,601877,SP_0637,SP_RS03120,SP_0637,0,NA,FALSE
550,601879,602664,SP_0638,SP_RS03125,SP_0638,0,NA,FALSE
551,602703,602981,SP_0639,SP_RS03130,SP_0639,0,NA,FALSE
552,602966,603163,SP_0640,SP_RS03135,SP_0640,0,NA,FALSE
553,603895,610317,SP_0641,SP_RS03145,SP_0641,0,NA,FALSE
554,611267,611494,SP_RS11895,SP_RS11895,SP_RS11895,0,NA,FALSE
555,612705,613181,SP_0645,SP_RS03155,SP_0645,0,NA,FALSE
556,613219,613524,SP_0646,SP_RS03160,SP_0646,0,NA,FALSE
557,613572,615047,SP_0647,SP_RS03165,SP_0647,0,NA,FALSE
559,623457,623816,SP_0650,SP_RS03190,SP_0650,0,NA,FALSE
560,623839,624417,SP_RS03195,SP_RS03195,SP_RS03195,0,NA,FALSE
561,624418,624864,SP_RS03200,SP_RS03200,SP_RS03200,0,NA,FALSE
562,624848,625405,SP_0652,SP_RS03205,SP_0652,0,NA,FALSE
563,625398,625652,SP_0653,SP_RS03210,SP_0653,0,NA,FALSE
564,625664,627718,SP_0655,SP_RS03215,SP_0655,0,NA,FALSE
565,627897,628757,SP_0657,SP_RS03225,SP_0657,0,NA,FALSE
567,629698,630264,SP_0659,SP_RS03235,SP_0659,0,NA,FALSE
568,630275,631387,msrB,SP_RS03240,SP_0660,0,NA,FALSE
569,631655,632392,SP_0661,SP_RS03245,SP_0661,0,NA,FALSE
570,632389,634080,SP_0662,SP_RS03250,SP_0662,0,NA,FALSE
571,634196,634759,SP_0663,SP_RS03255,SP_0663,0,NA,FALSE
573,640562,642283,pabB,SP_RS03265,SP_0665,0,NA,FALSE
574,642284,642901,SP_0666,SP_RS03270,SP_0666,0,NA,FALSE
575,642951,643949,SP_0667,SP_RS03275,SP_0667,0,NA,FALSE
576,644076,645035,SP_0668,SP_RS03280,SP_0668,0,NA,FALSE
577,645132,645971,SP_0669,SP_RS03285,SP_0669,0,NA,FALSE
578,646019,646189,SP_0670,SP_RS03290,SP_0670,0,NA,FALSE
579,646310,647194,miaA,SP_RS03295,SP_0671,0,NA,FALSE
580,647187,648425,hflX,SP_RS03300,SP_0672,0,NA,FALSE
581,648418,649041,SP_0673,SP_RS03305,SP_0673,0,NA,FALSE
582,649056,649985,SP_0674,SP_RS03310,SP_0674,0,NA,FALSE
583,650006,650761,SP_0675,SP_RS03315,SP_0675,0,NA,FALSE
585,651787,652056,SP_0677,SP_RS03325,SP_0677,0,NA,FALSE
586,652056,652436,SP_0678,SP_RS03330,SP_0678,0,NA,FALSE
587,652525,652752,SP_0679,SP_RS03335,SP_0679,0,NA,FALSE
588,652792,653517,SP_0680,SP_RS03340,SP_0680,0,NA,FALSE
589,653679,655520,typA,SP_RS03345,SP_0681,0,NA,FALSE
590,655540,655794,SP_0682,SP_RS03350,SP_0682,0,NA,FALSE
591,656527,658548,SP_0686,SP_RS03360,SP_0686,0,NA,FALSE
592,658550,659191,SP_0687,SP_RS03365,SP_0687,0,NA,FALSE
594,660649,661707,SP_0689,SP_RS03375,SP_0689,0,NA,FALSE
596,666702,667415,SP_0698,SP_RS03415,SP_0698,0,NA,FALSE
597,668161,668862,pyrF,SP_RS03425,SP_0701,0,NA,FALSE
598,668896,669528,SP_0702,SP_RS03430,SP_0702,0,NA,FALSE
600,670971,671723,SP_0705,SP_RS03445,SP_0705,0,NA,FALSE
601,671733,672431,SP_0706,SP_RS03450,SP_0706,0,NA,FALSE
602,672428,673075,SP_0707,SP_RS03455,SP_0707,0,NA,FALSE
603,674045,674803,SP_0709,SP_RS03470,SP_0709,0,NA,FALSE
604,674804,675481,SP_0710,SP_RS03475,SP_0710,0,NA,FALSE
605,675441,676109,SP_0711,SP_RS03480,SP_0711,0,NA,FALSE
606,676335,676481,SP_0712,SP_RS03485,SP_0712,0,NA,FALSE
607,676609,678099,lysS,SP_RS03490,SP_0713,0,NA,FALSE
608,678711,680057,SP_0714,SP_RS03495,SP_0714,0,NA,FALSE
610,682123,682791,SP_0716,SP_RS03505,SP_0716,0,NA,FALSE
611,683028,683810,thiM,SP_RS03510,SP_0717,0,NA,FALSE
612,683812,684441,SP_0718,SP_RS03515,SP_0718,0,NA,FALSE
616,687609,688301,tenA,SP_RS03535,SP_0722,0,NA,FALSE
617,688306,688830,thiW,SP_RS03540,SP_0723,0,NA,FALSE
618,688830,689633,SP_0724,SP_RS03545,SP_0724,0,NA,FALSE
620,690468,691259,thiD,SP_RS03555,SP_0726,0,NA,FALSE
622,692031,692402,SP_0728,SP_RS03565,SP_0728,0,NA,FALSE
623,692412,694655,SP_0729,SP_RS03570,SP_0729,0,NA,FALSE
625,696748,697095,SP_0731,SP_RS03580,SP_0731,0,NA,FALSE
626,698523,698819,SP_0735,SP_RS03600,SP_0735,0,NA,FALSE
627,698940,699884,manA,SP_RS03605,SP_0736,0,NA,FALSE
628,701499,702239,SP_0739,SP_RS03620,SP_0739,0,NA,FALSE
629,702268,702723,SP_0740,SP_RS03625,SP_0740,0,NA,FALSE
632,704947,705504,SP_0743,SP_RS03640,SP_0743,0,NA,FALSE
633,705523,705990,SP_0744,SP_RS03645,SP_0744,0,NA,FALSE
634,706079,706708,upp,SP_RS03650,SP_0745,0,NA,FALSE
635,706882,707472,clpP,SP_RS03655,SP_0746,0,NA,FALSE
636,707551,707799,SP_0748,SP_RS03660,SP_0748,0,NA,FALSE
637,707900,709060,SP_0749,SP_RS03665,SP_0749,0,NA,FALSE
639,710201,711157,SP_0751,SP_RS03675,SP_0751,0,NA,FALSE
640,711157,711921,SP_0752,SP_RS03680,SP_0752,0,NA,FALSE
641,711921,712631,SP_0753,SP_RS03685,SP_0753,0,NA,FALSE
642,712939,713595,SP_0754,SP_RS03690,SP_0754,0,NA,FALSE
643,713703,714798,prfB,SP_RS03695,SP_0755,0,NA,FALSE
644,714816,715508,ftsE,SP_RS03700,SP_0756,0,NA,FALSE
645,715501,716427,ftsX,SP_RS03705,SP_0757,0,NA,FALSE
646,716713,718893,SP_0758,SP_RS03710,SP_0758,0,NA,FALSE
647,718945,719760,SP_0760,SP_RS03715,SP_0760,0,NA,FALSE
648,719900,721243,SP_0761,SP_RS03720,SP_0761,0,NA,FALSE
649,721458,722648,metK,SP_RS03725,SP_0762,0,NA,FALSE
653,726141,726653,SP_0767,SP_RS03745,SP_0767,0,NA,FALSE
656,728243,729784,SP_0770,SP_RS03760,SP_0770,0,NA,FALSE
657,729840,730643,SP_0771,SP_RS03765,SP_0771,0,NA,FALSE
658,731419,731628,SP_0774,SP_RS03775,SP_0774,0,NA,FALSE
659,731798,732070,rpsP,SP_RS03780,SP_0775,0,NA,FALSE
660,732090,732329,SP_0776,SP_RS03785,SP_0776,0,NA,FALSE
661,732906,733694,SP_0777,SP_RS03790,SP_0777,0,NA,FALSE
662,733725,734243,rimM,SP_RS03795,SP_0778,0,NA,FALSE
663,734233,734952,trmD,SP_RS03800,SP_0779,0,NA,FALSE
664,734964,735302,SP_0780,SP_RS03805,SP_0780,0,NA,FALSE
665,735333,735653,SP_0781,SP_RS03810,SP_0781,0,NA,FALSE
666,735751,735966,SP_0782,SP_RS03815,SP_0782,0,NA,FALSE
667,735963,736109,SP_RS13135,SP_RS13135,SP_RS13135,0,NA,FALSE
668,736172,736708,SP_0783,SP_RS03825,SP_0783,0,NA,FALSE
669,736905,738251,gor,SP_RS03830,SP_0784,0,NA,FALSE
670,738516,739715,SP_0785,SP_RS03835,SP_0785,0,NA,FALSE
671,739699,740400,SP_0786,SP_RS03840,SP_0786,0,NA,FALSE
673,741785,743782,metG,SP_RS03850,SP_0788,0,NA,FALSE
674,744248,744568,SP_0789,SP_RS03860,SP_0789,0,NA,FALSE
675,744572,745387,SP_0790,SP_RS03865,SP_0790,0,NA,FALSE
676,745462,746388,SP_0791,SP_RS03870,SP_0791,0,NA,FALSE
677,746454,746720,SP_0792,SP_RS03875,SP_0792,0,NA,FALSE
678,746713,747411,SP_0793,SP_RS03880,SP_0793,0,NA,FALSE
679,747422,747922,SP_0794,SP_RS03885,SP_0794,0,NA,FALSE
680,747900,748769,SP_0795,SP_RS03890,SP_0795,0,NA,FALSE
681,748744,749184,SP_0796,SP_RS03895,SP_0796,0,NA,FALSE
683,751962,752636,ciaR,SP_RS03905,SP_0798,0,NA,FALSE
684,752626,753960,ciaH,SP_RS03910,SP_0799,0,NA,FALSE
685,753994,754281,SP_0800,SP_RS03915,SP_0800,0,NA,FALSE
686,754421,755350,SP_0801,SP_RS03920,SP_0801,0,NA,FALSE
688,758037,759260,SP_0803,SP_RS03935,SP_0803,0,NA,FALSE
690,759910,760473,SP_0805,SP_RS03945,SP_0805,0,NA,FALSE
691,760488,762434,gyrB,SP_RS03950,SP_0806,0,NA,FALSE
692,762516,764243,ezrA,SP_RS03955,SP_0807,0,NA,FALSE
695,770258,772516,SP_0820,SP_RS04015,SP_0820,0,NA,FALSE
696,772745,772975,SP_0822,SP_RS04020,SP_0822,0,NA,FALSE
697,773165,773848,SP_0823,SP_RS04025,SP_0823,0,NA,FALSE
698,773848,774582,SP_0824,SP_RS04030,SP_0824,0,NA,FALSE
700,775756,776577,SP_0826,SP_RS04040,SP_0826,0,NA,FALSE
701,777729,778412,rpiA,SP_RS04050,SP_0828,0,NA,FALSE
702,778426,779637,SP_0829,SP_RS04055,SP_0829,0,NA,FALSE
704,780197,781006,SP_0831,SP_RS04065,SP_0831,0,NA,FALSE
705,782487,782999,SP_0834,SP_RS04075,SP_0834,0,NA,FALSE
706,783653,784363,deoD,SP_RS04085,SP_0835,0,NA,FALSE
707,784413,785669,SP_0836,SP_RS04090,SP_0836,0,NA,FALSE
708,785809,786333,SP_0837,SP_RS04095,SP_0837,0,NA,FALSE
709,786386,786622,SP_0838,SP_RS04100,SP_0838,0,NA,FALSE
710,786690,787610,SP_0839,SP_RS04105,SP_0839,0,NA,FALSE
711,787800,788036,SP_0840,SP_RS13150,SP_0840,0,NA,FALSE
712,788419,789000,SP_0841,SP_RS04115,SP_0841,0,NA,FALSE
713,788997,790274,SP_0842,SP_RS04120,SP_0842,0,NA,FALSE
714,790292,790954,deoC,SP_RS04125,SP_0843,0,NA,FALSE
715,790941,791330,SP_0844,SP_RS04130,SP_0844,0,NA,FALSE
716,791420,792472,SP_0845,SP_RS04135,SP_0845,0,NA,FALSE
717,792616,794151,SP_0846,SP_RS04140,SP_0846,0,NA,FALSE
719,795205,796161,SP_0848,SP_RS04150,SP_0848,0,NA,FALSE
720,797560,798201,plsY,SP_RS04175,SP_0851,0,NA,FALSE
721,798337,800280,parE,SP_RS04180,SP_0852,0,NA,FALSE
723,803303,804325,SP_0856,SP_RS04195,SP_0856,0,NA,FALSE
725,805150,805839,SP_0858,SP_RS04205,SP_0858,0,NA,FALSE
726,805836,806759,SP_0859,SP_RS04210,SP_0859,0,NA,FALSE
727,806774,807418,pcp,SP_RS04215,SP_0860,0,NA,FALSE
728,807586,807816,SP_0861,SP_RS04220,SP_0861,0,NA,FALSE
729,807866,807946,SP_2245,SP_RS04225,SP_2245,0,NA,FALSE
730,807956,808027,SP_2246,SP_RS04230,SP_2246,0,NA,FALSE
732,810997,811494,SP_0864,SP_RS04255,SP_0864,0,NA,FALSE
733,811494,813149,dnaX,SP_RS04260,SP_0865,0,NA,FALSE
734,813177,813371,SP_0866,SP_RS04265,SP_0866,0,NA,FALSE
735,813521,814291,sufC,SP_RS04270,SP_0867,0,NA,FALSE
736,814319,815581,sufD,SP_RS04275,SP_0868,0,NA,FALSE
737,815592,816818,SP_0869,SP_RS04280,SP_0869,0,NA,FALSE
738,816805,817245,SP_0870,SP_RS04285,SP_0870,0,NA,FALSE
739,817299,818711,sufB,SP_RS04290,SP_0871,0,NA,FALSE
741,820286,821395,SP_0873,SP_RS04305,SP_0873,0,NA,FALSE
742,821929,822276,ssrA,SP_RS12000,SP_RS12000,0,NA,FALSE
743,822458,822545,SP_2247,SP_RS04310,SP_2247,0,NA,FALSE
744,822707,823447,SP_0875,SP_RS04315,SP_0875,0,NA,FALSE
745,823444,824355,pfkB,SP_RS04320,SP_0876,0,NA,FALSE
746,824352,826304,SP_0877,SP_RS04325,SP_0877,0,NA,FALSE
747,826468,828693,SP_0878,SP_RS04330,SP_0878,0,NA,FALSE
748,828738,829166,SP_0879,SP_RS04335,SP_0879,0,NA,FALSE
749,829304,830446,SP_0880,SP_RS04340,SP_0880,0,NA,FALSE
750,830455,831669,thiI,SP_RS04345,SP_0881,0,NA,FALSE
751,831804,832628,SP_0882,SP_RS04350,SP_0882,0,NA,FALSE
752,833402,834568,SP_0885,SP_RS04365,SP_0885,0,NA,FALSE
753,834828,834986,SP_RS13165,SP_RS13165,SP_RS13165,0,NA,FALSE
754,835075,836568,SP_0886,SP_RS04370,SP_0886,0,NA,FALSE
755,836581,837702,SP_0887,SP_RS04375,SP_0887,0,NA,FALSE
756,837762,837998,SP_0888,SP_RS04380,SP_0888,0,NA,FALSE
757,837995,838408,SP_0889,SP_RS04385,SP_0889,0,NA,FALSE
758,838526,839491,SP_0890,SP_RS04390,SP_0890,0,NA,FALSE
759,839514,840095,SP_0891,SP_RS04395,SP_0891,0,NA,FALSE
761,843981,844451,SP_0893,SP_RS04405,SP_0893,0,NA,FALSE
762,844468,846741,SP_0894,SP_RS04410,SP_0894,0,NA,FALSE
764,850271,851278,pfkA,SP_RS04420,SP_0896,0,NA,FALSE
765,851337,852842,pyk,SP_RS04425,SP_0897,0,NA,FALSE
766,854646,855518,SP_0899,SP_RS04440,SP_0899,0,NA,FALSE
767,856151,856462,SP_0901,SP_RS04455,SP_0901,0,NA,FALSE
768,856466,857182,SP_0902,SP_RS04460,SP_0902,0,NA,FALSE
769,857311,858126,SP_0904,SP_RS04465,SP_0904,0,NA,FALSE
770,858123,859028,SP_0905,SP_RS04470,SP_0905,0,NA,FALSE
771,859418,860737,SP_0907,SP_RS04480,SP_0907,0,NA,FALSE
772,860839,862968,SP_0908,SP_RS04485,SP_0908,0,NA,FALSE
773,862955,863404,SP_0909,SP_RS04490,SP_0909,0,NA,FALSE
774,863462,863734,SP_0910,SP_RS04495,SP_0910,0,NA,FALSE
775,864088,864279,SP_0911,SP_RS04500,SP_0911,0,NA,FALSE
776,864707,865465,SP_0912,SP_RS04505,SP_0912,0,NA,FALSE
777,865467,867455,SP_0913,SP_RS04510,SP_0913,0,NA,FALSE
779,868167,869162,SP_0915,SP_RS04520,SP_0915,0,NA,FALSE
781,871310,872026,SP_0917,SP_RS04535,SP_0917,0,NA,FALSE
782,872282,873142,speE,SP_RS04540,SP_0918,0,NA,FALSE
783,873139,874398,SP_0919,SP_RS04545,SP_0919,0,NA,FALSE
785,875522,876607,aguA,SP_RS04555,SP_0921,0,NA,FALSE
786,876617,877492,aguB,SP_RS04560,SP_0922,0,NA,FALSE
787,877673,878482,SP_0923,SP_RS04565,SP_0923,0,NA,FALSE
788,878754,878975,SP_0924,SP_RS04570,SP_0924,0,NA,FALSE
789,879029,879700,SP_0925,SP_RS04575,SP_0925,0,NA,FALSE
790,879752,879949,SP_0926,SP_RS04580,SP_0926,0,NA,FALSE
791,879942,880850,SP_0927,SP_RS04585,SP_0927,0,NA,FALSE
794,882188,884071,cbpE,SP_RS04600,SP_0930,0,NA,FALSE
795,884151,885281,SP_0931,SP_RS04605,SP_0931,0,NA,FALSE
796,885291,886553,SP_0932,SP_RS04610,SP_0932,0,NA,FALSE
797,886557,887354,proC,SP_RS04615,SP_0933,0,NA,FALSE
798,887470,888108,SP_0935,SP_RS04620,SP_0935,0,NA,FALSE
799,888105,888995,SP_0936,SP_RS04625,SP_0936,0,NA,FALSE
800,889035,889352,yabA,SP_RS04630,SP_0937,0,NA,FALSE
801,889355,890224,rsmI,SP_RS04635,SP_0938,0,NA,FALSE
802,890451,890969,SP_0939,SP_RS04640,SP_0939,0,NA,FALSE
803,891713,892517,SP_RS12045,SP_RS12045,SP_RS12045,0,NA,FALSE
804,892512,892766,SP_RS04660,SP_RS04660,SP_RS04660,0,NA,FALSE
806,894378,895115,SP_0944,SP_RS04670,SP_0944,0,NA,FALSE
807,895124,895681,frr,SP_RS04675,SP_0945,0,NA,FALSE
808,895741,896595,cvfB,SP_RS04680,SP_0946,0,NA,FALSE
809,896604,896819,SP_0947,SP_RS04685,SP_0947,0,NA,FALSE
810,896905,897873,SP_0948,SP_RS04690,SP_0948,0,NA,FALSE
811,898721,898903,SP_RS12050,SP_RS12050,SP_RS12050,0,NA,FALSE
812,898939,899439,SP_0950,SP_RS04705,SP_0950,0,NA,FALSE
813,901345,901914,SP_0953,SP_RS04725,SP_0953,0,NA,FALSE
815,902616,904856,SP_0955,SP_RS04735,SP_0955,0,NA,FALSE
816,905035,905223,SP_0956,SP_RS04740,SP_0956,0,NA,FALSE
817,905256,905843,SP_0957,SP_RS04745,SP_0957,0,NA,FALSE
818,905847,907031,SP_0958,SP_RS04750,SP_0958,0,NA,FALSE
819,907342,907872,infC,SP_RS04755,SP_0959,0,NA,FALSE
820,907905,908105,rpmI,SP_RS04760,SP_0960,0,NA,FALSE
821,908157,908516,rplT,SP_RS04765,SP_0961,0,NA,FALSE
822,908574,908954,SP_0962,SP_RS04770,SP_0962,0,NA,FALSE
823,909204,910004,SP_0963,SP_RS04775,SP_0963,0,NA,FALSE
825,910995,913028,SP_0965,SP_RS04785,SP_0965,0,NA,FALSE
826,913089,914744,pavA,SP_RS04790,SP_0966,0,NA,FALSE
827,914849,915346,ybeY,SP_RS04795,SP_0967,0,NA,FALSE
828,915327,915722,SP_0968,SP_RS04800,SP_0968,0,NA,FALSE
829,915739,916638,era,SP_RS04805,SP_0969,0,NA,FALSE
830,916687,917511,mutM,SP_RS04810,SP_0970,0,NA,FALSE
831,917511,918116,SP_0971,SP_RS04815,SP_0971,0,NA,FALSE
832,918103,919302,SP_0972,SP_RS04820,SP_0972,0,NA,FALSE
833,919302,919451,rpmG,SP_RS04825,SP_0973,0,NA,FALSE
834,919491,919724,secG,SP_RS04830,SP_0974,0,NA,FALSE
835,919826,922180,rnr,SP_RS04835,SP_0975,0,NA,FALSE
836,922143,922610,smpB,SP_RS04840,SP_0976,0,NA,FALSE
837,922626,923486,tehB,SP_RS04845,SP_0977,0,NA,FALSE
838,923559,924512,coiA,SP_RS04850,SP_0978,0,NA,FALSE
842,929276,929896,SP_0984,SP_RS04880,SP_0984,0,NA,FALSE
843,929896,930378,SP_0985,SP_RS04885,SP_0985,0,NA,FALSE
844,930378,931220,SP_0986,SP_RS04890,SP_0986,0,NA,FALSE
845,931315,932115,SP_0987,SP_RS04895,SP_0987,0,NA,FALSE
846,932259,933638,glmU,SP_RS04900,SP_0988,0,NA,FALSE
847,933648,934193,SP_0989,SP_RS04905,SP_0989,0,NA,FALSE
848,934205,934519,macP,SP_RS04910,SP_0990,0,NA,FALSE
849,934536,935228,SP_0991,SP_RS04915,SP_0991,0,NA,FALSE
850,935305,935796,rocS,SP_RS04920,SP_0992,0,NA,FALSE
851,935894,936484,SP_0993,SP_RS04925,SP_0993,0,NA,FALSE
852,936493,938256,SP_0994,SP_RS04930,SP_0994,0,NA,FALSE
853,939279,939479,SP_0997,SP_RS04945,SP_0997,0,NA,FALSE
854,939521,939925,SP_0998,SP_RS04950,SP_0998,0,NA,FALSE
856,940874,941431,sdbB,SP_RS04960,SP_1000,0,NA,FALSE
857,941805,943196,SP_1001,SP_RS04965,SP_1001,0,NA,FALSE
858,943339,944256,adcAII,SP_RS04970,SP_1002,0,NA,FALSE
859,944264,946783,phtD,SP_RS04975,SP_1003,0,NA,FALSE
860,946993,950112,phtE,SP_RS04980,SP_1004,0,NA,FALSE
861,951620,951841,SP_1006,SP_RS04990,SP_1006,0,NA,FALSE
862,951806,952435,SP_1007,SP_RS04995,SP_1007,0,NA,FALSE
863,952471,953694,pepT,SP_RS05000,SP_1008,0,NA,FALSE
864,953849,954943,hemH,SP_RS05005,SP_1009,0,NA,FALSE
865,954985,955362,mscL,SP_RS05010,SP_1010,0,NA,FALSE
866,955444,955875,SP_1011,SP_RS05015,SP_1011,0,NA,FALSE
867,955998,956507,SP_1012,SP_RS05020,SP_1012,0,NA,FALSE
868,956607,956679,SP_2248,SP_RS05025,SP_2248,0,NA,FALSE
869,957021,958097,SP_1013,SP_RS05030,SP_1013,0,NA,FALSE
870,958153,959088,dapA,SP_RS05035,SP_1014,0,NA,FALSE
872,960558,961931,mnmE,SP_RS05045,SP_1016,0,NA,FALSE
873,962068,962250,SP_1017,SP_RS05050,SP_1017,0,NA,FALSE
874,962374,962973,SP_1018,SP_RS05055,SP_1018,0,NA,FALSE
875,962963,963442,SP_1019,SP_RS05060,SP_1019,0,NA,FALSE
